trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,P,3.578125,False,0,"[{'top_tokens': ['U', 'ĠU'], 'top_probs': [0.205078125, 0.05908203125]}]"
1,U,0.984375,True,1,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.61328125, 0.373046875]}]"
2,U,0.9765625,True,2,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.62109375, 0.376953125]}]"
3,P,0.6953125,True,3,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
4,P,0.6953125,True,4,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
5,U,0.828125,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
6,U,0.6953125,True,6,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
7,U,0.828125,True,7,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
8,U,0.828125,True,8,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
9,P,0.6953125,True,9,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
10,P,0.6328125,True,10,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
11,P,0.578125,True,11,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
12,P,0.5234375,True,12,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
13,U,0.828125,True,13,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
14,P,0.7578125,True,14,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
15,P,0.578125,True,15,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
16,U,0.6953125,True,16,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
17,U,0.6953125,True,17,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
18,P,0.6953125,True,18,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
19,U,0.6328125,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
20,P,0.6953125,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
21,U,0.6328125,True,21,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
22,U,0.7578125,True,22,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
23,U,0.7578125,True,23,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
24,U,0.7578125,True,24,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
25,U,0.6328125,True,25,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
26,U,0.578125,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
27,P,0.8984375,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
28,U,0.5234375,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
29,U,0.578125,True,29,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
30,P,0.8984375,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
31,U,0.474609375,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
32,U,0.6328125,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
33,U,0.578125,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
34,U,0.578125,True,34,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
35,U,0.5234375,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
36,U,0.5234375,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
37,U,0.474609375,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
38,U,0.474609375,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
39,U,0.4296875,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
40,U,0.38671875,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
41,P,1.2265625,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
42,U,0.4296875,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
43,U,0.4296875,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
44,U,0.4296875,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
45,U,0.38671875,True,45,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
46,U,0.349609375,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
47,P,1.2265625,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
48,U,0.3125,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
49,U,0.38671875,True,49,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
50,U,0.34765625,True,50,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.70703125, 0.29296875]}]"
51,U,0.34765625,True,51,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.70703125, 0.29296875]}]"
52,U,0.34765625,True,52,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.70703125, 0.29296875]}]"
53,U,0.8984375,True,53,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
54,U,0.5234375,True,54,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
55,P,0.97265625,True,55,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
56,P,0.578125,True,56,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
57,P,0.38671875,True,57,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.6796875, 0.3203125]}]"
58,P,0.349609375,True,58,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.703125, 0.29296875]}]"
59,P,0.28125,True,59,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.75390625, 0.2451171875]}]"
60,P,0.251953125,True,60,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.77734375, 0.22265625]}]"
