trial_index,ground_truth_choice,trial_nll,has_history,num_history_choices,top2_tokens_probs
0,U,1.5859375,False,0,"[{'top_tokens': ['U', 'ĠU'], 'top_probs': [0.205078125, 0.05908203125]}]"
1,P,0.64453125,True,1,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5234375, 0.462890625]}]"
2,U,0.58203125,True,2,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.55859375, 0.435546875]}]"
3,P,0.25390625,True,3,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.77734375, 0.22265625]}]"
4,U,0.578125,True,4,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
5,U,2.703125,True,5,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.93359375, 0.06689453125]}]"
6,U,1.0546875,True,6,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.65234375, 0.34765625]}]"
7,P,0.578125,True,7,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.5625, 0.4375]}]"
8,U,0.6328125,True,8,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
9,U,0.8984375,True,9,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
10,U,0.8984375,True,10,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
11,P,0.6328125,True,11,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
12,P,0.6953125,True,12,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
13,P,0.6328125,True,13,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
14,U,0.8984375,True,14,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.59375, 0.40625]}]"
15,P,0.6328125,True,15,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
16,U,0.6953125,True,16,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
17,P,0.6953125,True,17,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
18,U,0.6328125,True,18,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
19,U,0.6953125,True,19,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.498046875, 0.498046875]}]"
20,U,0.6328125,True,20,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
21,U,0.7578125,True,21,"[{'top_tokens': ['P', 'U'], 'top_probs': [0.53125, 0.46875]}]"
22,U,0.6328125,True,22,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
23,U,0.6328125,True,23,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.53125, 0.46875]}]"
24,U,0.5234375,True,24,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
25,U,0.474609375,True,25,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
26,U,0.4296875,True,26,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.65234375, 0.34765625]}]"
27,U,0.38671875,True,27,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
28,P,1.2265625,True,28,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
29,U,0.5234375,True,29,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.59375, 0.40625]}]"
30,U,0.578125,True,30,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.5625, 0.4375]}]"
31,U,0.474609375,True,31,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
32,U,0.474609375,True,32,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.62109375, 0.37890625]}]"
33,U,0.38671875,True,33,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
34,U,0.38671875,True,34,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
35,U,0.349609375,True,35,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.703125, 0.29296875]}]"
36,U,0.3125,True,36,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.73046875, 0.26953125]}]"
37,U,0.28125,True,37,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
38,U,0.28125,True,38,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.75390625, 0.2451171875]}]"
39,U,0.251953125,True,39,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.77734375, 0.22265625]}]"
40,U,0.2255859375,True,40,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
41,U,0.2255859375,True,41,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.796875, 0.201171875]}]"
42,U,0.201171875,True,42,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
43,U,0.201171875,True,43,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
44,U,0.201171875,True,44,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.81640625, 0.181640625]}]"
45,U,0.1796875,True,45,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
46,U,0.1796875,True,46,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8359375, 0.1640625]}]"
47,P,1.9140625,True,47,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.8515625, 0.1474609375]}]"
48,U,0.38671875,True,48,"[{'top_tokens': ['U', 'P'], 'top_probs': [0.6796875, 0.3203125]}]"
